iteration,lasso_loss,ridge_loss,standard_loss
2.900000000000000000e+02,5.658777720121899169e-01,5.899977427981131228e-01,5.899422500674907921e-01
2.910000000000000000e+02,5.658777720121899169e-01,5.898957711269665616e-01,5.898401515660937067e-01
2.920000000000000000e+02,5.658777720121899169e-01,5.897942503711973705e-01,5.897385039439069221e-01
2.930000000000000000e+02,5.658777720121899169e-01,5.896931781445142740e-01,5.896373048139685880e-01
2.940000000000000000e+02,5.658777720121899169e-01,5.895925520783822371e-01,5.895365518070958544e-01
2.950000000000000000e+02,5.658777720121899169e-01,5.894923698217936492e-01,5.894362425716540566e-01
2.960000000000000000e+02,5.658777720121899169e-01,5.893926290410423929e-01,5.893363747733312286e-01
2.970000000000000000e+02,5.658777720121899169e-01,5.892933274195030213e-01,5.892369460949165028e-01
2.980000000000000000e+02,5.658777720121899169e-01,5.891944626574152633e-01,5.891379542360840604e-01
2.990000000000000000e+02,5.658777720121899169e-01,5.890960324716713048e-01,5.890393969131805241e-01
3.000000000000000000e+02,5.658777720121899169e-01,5.889980345956087326e-01,5.889412718590164575e-01
3.010000000000000000e+02,5.658777720121899169e-01,5.889004667788061420e-01,5.888435768226633060e-01
3.020000000000000000e+02,5.658777720121899169e-01,5.888033267868845178e-01,5.887463095692523352e-01
3.030000000000000000e+02,5.658777720121899169e-01,5.887066124013115020e-01,5.886494678797798974e-01
3.040000000000000000e+02,5.658777720121899169e-01,5.886103214192088817e-01,5.885530495509141424e-01
3.050000000000000000e+02,5.658777720121899169e-01,5.885144516531654046e-01,5.884570523948073895e-01
3.060000000000000000e+02,5.658777720121899169e-01,5.884190009310521496e-01,5.883614742389110530e-01
3.070000000000000000e+02,5.658777720121899169e-01,5.883239670958412271e-01,5.882663129257944545e-01
3.080000000000000000e+02,5.658777720121899169e-01,5.882293480054294754e-01,5.881715663129671867e-01
3.090000000000000000e+02,5.658777720121899169e-01,5.881351415324634901e-01,5.880772322727051415e-01
3.100000000000000000e+02,5.658777720121899169e-01,5.880413455641693155e-01,5.879833086918786478e-01
3.110000000000000000e+02,5.658777720121899169e-01,5.879479580021854668e-01,5.878897934717857154e-01
3.120000000000000000e+02,5.658777720121899169e-01,5.878549767623980626e-01,5.877966845279868346e-01
3.130000000000000000e+02,5.658777720121899169e-01,5.877623997747799534e-01,5.877039797901436602e-01
3.140000000000000000e+02,5.658777720121899169e-01,5.876702249832322922e-01,5.876116772018603607e-01
3.150000000000000000e+02,5.658777720121899169e-01,5.875784503454296592e-01,5.875197747205284093e-01
3.160000000000000000e+02,5.658777720121899169e-01,5.874870738326669617e-01,5.874282703171734843e-01
3.170000000000000000e+02,5.658777720121899169e-01,5.873960934297111081e-01,5.873371619763053664e-01
3.180000000000000000e+02,5.658777720121899169e-01,5.873055071346527933e-01,5.872464476957719448e-01
3.190000000000000000e+02,5.658777720121899169e-01,5.872153129587626141e-01,5.871561254866133339e-01
3.200000000000000000e+02,5.658777720121899169e-01,5.871255089263502924e-01,5.870661933729203197e-01
3.210000000000000000e+02,5.658777720121899169e-01,5.870360930746244543e-01,5.869766493916955818e-01
3.220000000000000000e+02,5.658777720121899169e-01,5.869470634535568498e-01,5.868874915927168034e-01
3.230000000000000000e+02,5.658777720121899169e-01,5.868584181257475718e-01,5.867987180384010015e-01
3.240000000000000000e+02,5.658777720121899169e-01,5.867701551662939385e-01,5.867103268036740760e-01
3.250000000000000000e+02,5.658777720121899169e-01,5.866822726626602647e-01,5.866223159758399142e-01
3.260000000000000000e+02,5.658777720121899169e-01,5.865947687145511846e-01,5.865346836544536036e-01
3.270000000000000000e+02,5.658777720121899169e-01,5.865076414337863087e-01,5.864474279511956434e-01
3.280000000000000000e+02,5.658777720121899169e-01,5.864208889441772099e-01,5.863605469897491540e-01
3.290000000000000000e+02,5.658777720121899169e-01,5.863345093814072984e-01,5.862740389056786405e-01
3.300000000000000000e+02,5.658777720121899169e-01,5.862485008929122499e-01,5.861879018463111990e-01
3.310000000000000000e+02,5.658777720121899169e-01,5.861628616377639878e-01,5.861021339706194988e-01
3.320000000000000000e+02,5.658777720121899169e-01,5.860775897865554418e-01,5.860167334491067637e-01
3.330000000000000000e+02,5.658777720121899169e-01,5.859926835212880825e-01,5.859316984636939729e-01
3.340000000000000000e+02,5.658777720121899169e-01,5.859081410352605657e-01,5.858470272076082841e-01
3.350000000000000000e+02,5.658777720121899169e-01,5.858239605329602639e-01,5.857627178852741201e-01
3.360000000000000000e+02,5.658777720121899169e-01,5.857401402299549087e-01,5.856787687122052555e-01
3.370000000000000000e+02,5.658777720121899169e-01,5.856566783527882292e-01,5.855951779148992342e-01
3.380000000000000000e+02,5.658777720121899169e-01,5.855735731388750365e-01,5.855119437307334529e-01
3.390000000000000000e+02,5.658777720121899169e-01,5.854908228363996381e-01,5.854290644078622430e-01
3.400000000000000000e+02,5.658777720121899169e-01,5.854084257042151407e-01,5.853465382051169508e-01
3.410000000000000000e+02,5.658777720121899169e-01,5.853263800117446403e-01,5.852643633919060173e-01
3.420000000000000000e+02,5.658777720121899169e-01,5.852446840388831895e-01,5.851825382481180560e-01
3.430000000000000000e+02,5.658777720121899169e-01,5.851633360759028735e-01,5.851010610640249299e-01
3.440000000000000000e+02,5.658777720121899169e-01,5.850823344233575529e-01,5.850199301401882712e-01
3.450000000000000000e+02,5.658777720121899169e-01,5.850016773919907154e-01,5.849391437873655564e-01
3.460000000000000000e+02,5.658777720121899169e-01,5.849213633026439929e-01,5.848587003264192896e-01
3.470000000000000000e+02,5.658777720121899169e-01,5.848413904861660129e-01,5.847785980882259649e-01
3.480000000000000000e+02,5.658777720121899169e-01,5.847617572833248012e-01,5.846988354135872479e-01
3.490000000000000000e+02,5.658777720121899169e-01,5.846824620447204079e-01,5.846194106531436008e-01
3.500000000000000000e+02,5.658777720121899169e-01,5.846035031306983099e-01,5.845403221672866856e-01
3.510000000000000000e+02,5.658777720121899169e-01,5.845248789112650334e-01,5.844615683260752093e-01
3.520000000000000000e+02,5.658777720121899169e-01,5.844465877660044439e-01,5.843831475091508798e-01
3.530000000000000000e+02,5.658777720121899169e-01,5.843686280839955893e-01,5.843050581056566939e-01
3.540000000000000000e+02,5.658777720121899169e-01,5.842909982637317645e-01,5.842272985141546693e-01
3.550000000000000000e+02,5.658777720121899169e-01,5.842136967130402425e-01,5.841498671425467970e-01
3.560000000000000000e+02,5.658777720121899169e-01,5.841367218490040036e-01,5.840727624079956604e-01
3.570000000000000000e+02,5.658777720121899169e-01,5.840600720978835758e-01,5.839959827368468304e-01
3.580000000000000000e+02,5.658777720121899169e-01,5.839837458950412064e-01,5.839195265645521493e-01
3.590000000000000000e+02,5.658777720121899169e-01,5.839077416848650337e-01,5.838433923355942357e-01
3.600000000000000000e+02,5.658777720121899169e-01,5.838320579206945915e-01,5.837675785034123210e-01
3.610000000000000000e+02,5.658777720121899169e-01,5.837566930647478669e-01,5.836920835303279764e-01
3.620000000000000000e+02,5.658777720121899169e-01,5.836816455880486920e-01,5.836169058874736137e-01
3.630000000000000000e+02,5.658777720121899169e-01,5.836069139703559117e-01,5.835420440547204324e-01
3.640000000000000000e+02,5.658777720121899169e-01,5.835324967000921070e-01,5.834674965206080310e-01
3.650000000000000000e+02,5.658777720121899169e-01,5.834583922742753170e-01,5.833932617822759070e-01
3.660000000000000000e+02,5.658777720121899169e-01,5.833845991984497603e-01,5.833193383453930680e-01
3.670000000000000000e+02,5.658777720121899169e-01,5.833111159866189999e-01,5.832457247240918630e-01
3.680000000000000000e+02,5.658777720121899169e-01,5.832379411611784414e-01,5.831724194409008133e-01
3.690000000000000000e+02,5.658777720121899169e-01,5.831650732528504966e-01,5.830994210266787769e-01
3.700000000000000000e+02,5.658777720121899169e-01,5.830925108006194124e-01,5.830267280205495561e-01
3.710000000000000000e+02,5.658777720121899169e-01,5.830202523516666568e-01,5.829543389698387257e-01
3.720000000000000000e+02,5.658777720121899169e-01,5.829482964613084128e-01,5.828822524300092400e-01
3.730000000000000000e+02,5.658777720121899169e-01,5.828766416929330729e-01,5.828104669645995939e-01
3.740000000000000000e+02,5.658777720121899169e-01,5.828052866179392888e-01,5.827389811451619828e-01
3.750000000000000000e+02,5.658777720121899169e-01,5.827342298156755751e-01,5.826677935512011297e-01
3.760000000000000000e+02,5.658777720121899169e-01,5.826634698733795803e-01,5.825969027701151104e-01
3.770000000000000000e+02,5.658777720121899169e-01,5.825930053861200220e-01,5.825263073971339578e-01
3.780000000000000000e+02,5.658777720121899169e-01,5.825228349567365127e-01,5.824560060352638180e-01
3.790000000000000000e+02,5.658777720121899169e-01,5.824529571957830498e-01,5.823859972952259989e-01
3.800000000000000000e+02,5.658777720121899169e-01,5.823833707214703947e-01,5.823162797954023473e-01
3.810000000000000000e+02,5.658777720121899169e-01,5.823140741596093406e-01,5.822468521617771842e-01
3.820000000000000000e+02,5.658777720121899169e-01,5.822450661435553121e-01,5.821777130278816825e-01
3.830000000000000000e+02,5.658777720121899169e-01,5.821763453141531874e-01,5.821088610347392445e-01
3.840000000000000000e+02,5.658777720121899169e-01,5.821079103196827864e-01,5.820402948308104341e-01
3.850000000000000000e+02,5.658777720121899169e-01,5.820397598158052466e-01,5.819720130719394646e-01
3.860000000000000000e+02,5.658777720121899169e-01,5.819718924655096215e-01,5.819040144213007970e-01
3.870000000000000000e+02,5.658777720121899169e-01,5.819043069390605893e-01,5.818362975493462930e-01
3.880000000000000000e+02,5.658777720121899169e-01,5.818370019139461613e-01,5.817688611337538118e-01
3.890000000000000000e+02,5.658777720121899169e-01,5.817699760748268334e-01,5.817017038593751410e-01
3.900000000000000000e+02,5.658777720121899169e-01,5.817032281134845162e-01,5.816348244181860361e-01
3.910000000000000000e+02,5.658777720121899169e-01,5.816367567287721307e-01,5.815682215092348173e-01
3.920000000000000000e+02,5.658777720121899169e-01,5.815705606265647587e-01,5.815018938385937419e-01
3.930000000000000000e+02,5.658777720121899169e-01,5.815046385197094603e-01,5.814358401193090442e-01
3.940000000000000000e+02,5.658777720121899169e-01,5.814389891279783118e-01,5.813700590713531957e-01
3.950000000000000000e+02,5.658777720121899169e-01,5.813736111780186677e-01,5.813045494215761666e-01
3.960000000000000000e+02,5.658777720121899169e-01,5.813085034033070864e-01,5.812393099036586852e-01
3.970000000000000000e+02,5.658777720121899169e-01,5.812436645441017014e-01,5.811743392580641654e-01
3.980000000000000000e+02,5.658777720121899169e-01,5.811790933473958143e-01,5.811096362319930764e-01
3.990000000000000000e+02,5.658777720121899169e-01,5.811147885668725976e-01,5.810451995793369795e-01
4.000000000000000000e+02,5.658777720121899169e-01,5.810507489628587985e-01,5.809810280606324540e-01
4.010000000000000000e+02,5.658777720121899169e-01,5.809869733022802185e-01,5.809171204430164659e-01
4.020000000000000000e+02,5.658777720121899169e-01,5.809234603586173051e-01,5.808534755001818484e-01
4.030000000000000000e+02,5.658777720121899169e-01,5.808602089118611866e-01,5.807900920123333366e-01
4.040000000000000000e+02,5.658777720121899169e-01,5.807972177484694853e-01,5.807269687661434920e-01
4.050000000000000000e+02,5.658777720121899169e-01,5.807344856613240180e-01,5.806641045547098479e-01
4.060000000000000000e+02,5.658777720121899169e-01,5.806720114496874974e-01,5.806014981775123873e-01
4.070000000000000000e+02,5.658777720121899169e-01,5.806097939191618984e-01,5.805391484403713553e-01
4.080000000000000000e+02,5.658777720121899169e-01,5.805478318816462702e-01,5.804770541554042929e-01
4.090000000000000000e+02,5.658777720121899169e-01,5.804861241552951023e-01,5.804152141409862908e-01
4.100000000000000000e+02,5.658777720121899169e-01,5.804246695644780241e-01,5.803536272217075798e-01
4.110000000000000000e+02,5.658777720121899169e-01,5.803634669397386148e-01,5.802922922283336726e-01
4.120000000000000000e+02,5.658777720121899169e-01,5.803025151177546581e-01,5.802312079977649528e-01
4.130000000000000000e+02,5.658777720121899169e-01,5.802418129412978409e-01,5.801703733729967061e-01
4.140000000000000000e+02,5.658777720121899169e-01,5.801813592591952284e-01,5.801097872030800406e-01
4.150000000000000000e+02,5.658777720121899169e-01,5.801211529262895183e-01,5.800494483430825854e-01
4.160000000000000000e+02,5.658777720121899169e-01,5.800611928034005160e-01,5.799893556540496320e-01
4.170000000000000000e+02,5.658777720121899169e-01,5.800014777572870539e-01,5.799295080029667204e-01
4.180000000000000000e+02,5.658777720121899169e-01,5.799420066606092439e-01,5.798699042627201150e-01
4.190000000000000000e+02,5.658777720121899169e-01,5.798827783918903966e-01,5.798105433120609442e-01
4.200000000000000000e+02,5.658777720121899169e-01,5.798237918354804954e-01,5.797514240355673421e-01
4.210000000000000000e+02,5.658777720121899169e-01,5.797650458815186703e-01,5.796925453236064785e-01
4.220000000000000000e+02,5.658777720121899169e-01,5.797065394258974491e-01,5.796339060723000314e-01
4.230000000000000000e+02,5.658777720121899169e-01,5.796482713702254541e-01,5.795755051834863281e-01
4.240000000000000000e+02,5.658777720121899169e-01,5.795902406217932068e-01,5.795173415646853732e-01
4.250000000000000000e+02,5.658777720121899169e-01,5.795324460935359356e-01,5.794594141290628775e-01
4.260000000000000000e+02,5.658777720121899169e-01,5.794748867039999363e-01,5.794017217953952859e-01
4.270000000000000000e+02,5.658777720121899169e-01,5.794175613773059341e-01,5.793442634880344722e-01
4.280000000000000000e+02,5.658777720121899169e-01,5.793604690431159998e-01,5.792870381368743216e-01
4.290000000000000000e+02,5.658777720121899169e-01,5.793036086365991322e-01,5.792300446773145373e-01
4.300000000000000000e+02,5.658777720121899169e-01,5.792469790983965083e-01,5.791732820502281109e-01
4.310000000000000000e+02,5.658777720121899169e-01,5.791905793745880660e-01,5.791167492019276830e-01
4.320000000000000000e+02,5.658777720121899169e-01,5.791344084166601958e-01,5.790604450841310147e-01
4.330000000000000000e+02,5.658777720121899169e-01,5.790784651814707695e-01,5.790043686539290135e-01
4.340000000000000000e+02,5.658777720121899169e-01,5.790227486312182759e-01,5.789485188737522048e-01
4.350000000000000000e+02,5.658777720121899169e-01,5.789672577334080694e-01,5.788928947113389789e-01
4.360000000000000000e+02,5.658777720121899169e-01,5.789119914608203965e-01,5.788374951397022850e-01
4.370000000000000000e+02,5.658777720121899169e-01,5.788569487914790868e-01,5.787823191370986553e-01
4.380000000000000000e+02,5.658777720121899169e-01,5.788021287086185795e-01,5.787273656869958982e-01
4.390000000000000000e+02,5.658777720121899169e-01,5.787475302006540590e-01,5.786726337780415674e-01
4.400000000000000000e+02,5.658777720121899169e-01,5.786931522611488132e-01,5.786181224040326532e-01
4.410000000000000000e+02,5.658777720121899169e-01,5.786389938887847029e-01,5.785638305638834966e-01
4.420000000000000000e+02,5.658777720121899169e-01,5.785850540873300751e-01,5.785097572615960360e-01
4.430000000000000000e+02,5.658777720121899169e-01,5.785313318656110093e-01,5.784559015062287202e-01
4.440000000000000000e+02,5.658777720121899169e-01,5.784778262374796753e-01,5.784022623118670881e-01
4.450000000000000000e+02,5.658777720121899169e-01,5.784245362217853570e-01,5.783488386975931261e-01
4.460000000000000000e+02,5.658777720121899169e-01,5.783714608423441428e-01,5.782956296874559587e-01
4.470000000000000000e+02,5.658777720121899169e-01,5.783185991279102822e-01,5.782426343104424271e-01
4.480000000000000000e+02,5.658777720121899169e-01,5.782659501121464318e-01,5.781898516004478905e-01
4.490000000000000000e+02,5.658777720121899169e-01,5.782135128335951224e-01,5.781372805962469164e-01
4.500000000000000000e+02,5.658777720121899169e-01,5.781612863356491161e-01,5.780849203414651916e-01
4.510000000000000000e+02,5.658777720121899169e-01,5.781092696665242059e-01,5.780327698845503237e-01
4.520000000000000000e+02,5.658777720121899169e-01,5.780574618792302388e-01,5.779808282787440854e-01
4.530000000000000000e+02,5.658777720121899169e-01,5.780058620315428053e-01,5.779290945820542147e-01
4.540000000000000000e+02,5.658777720121899169e-01,5.779544691859759276e-01,5.778775678572261043e-01
4.550000000000000000e+02,5.658777720121899169e-01,5.779032824097544152e-01,5.778262471717160453e-01
4.560000000000000000e+02,5.658777720121899169e-01,5.778523007747864426e-01,5.777751315976632496e-01
4.570000000000000000e+02,5.658777720121899169e-01,5.778015233576357934e-01,5.777242202118620940e-01
4.580000000000000000e+02,5.658777720121899169e-01,5.777509492394953261e-01,5.776735120957370295e-01
4.590000000000000000e+02,5.658777720121899169e-01,5.777005775061606618e-01,5.776230063353131605e-01
4.600000000000000000e+02,5.658777720121899169e-01,5.776504072480026508e-01,5.775727020211918195e-01
4.610000000000000000e+02,5.658777720121899169e-01,5.776004375599417262e-01,5.775225982485232556e-01
4.620000000000000000e+02,5.658777720121899169e-01,5.775506675414214808e-01,5.774726941169804340e-01
4.630000000000000000e+02,5.658777720121899169e-01,5.775010962963825767e-01,5.774229887307332776e-01
4.640000000000000000e+02,5.658777720121899169e-01,5.774517229332367663e-01,5.773734811984227999e-01
4.650000000000000000e+02,5.658777720121899169e-01,5.774025465648422450e-01,5.773241706331351253e-01
4.660000000000000000e+02,5.658777720121899169e-01,5.773535663084768954e-01,5.772750561523769530e-01
4.670000000000000000e+02,5.658777720121899169e-01,5.773047812858144168e-01,5.772261368780492452e-01
4.680000000000000000e+02,5.658777720121899169e-01,5.772561906228980133e-01,5.771774119364231348e-01
4.690000000000000000e+02,5.658777720121899169e-01,5.772077934501164131e-01,5.771288804581143905e-01
4.700000000000000000e+02,5.658777720121899169e-01,5.771595889021788883e-01,5.770805415780588810e-01
4.710000000000000000e+02,5.658777720121899169e-01,5.771115761180908299e-01,5.770323944354883716e-01
4.720000000000000000e+02,5.658777720121899169e-01,5.770637542411291010e-01,5.769844381739059891e-01
4.730000000000000000e+02,5.658777720121899169e-01,5.770161224188186111e-01,5.769366719410619071e-01
4.740000000000000000e+02,5.658777720121899169e-01,5.769686798029075581e-01,5.768890948889296988e-01
4.750000000000000000e+02,5.658777720121899169e-01,5.769214255493438914e-01,5.768417061736820228e-01
4.760000000000000000e+02,5.658777720121899169e-01,5.768743588182524418e-01,5.767945049556675308e-01
4.770000000000000000e+02,5.658777720121899169e-01,5.768274787739097187e-01,5.767474903993872193e-01
4.780000000000000000e+02,5.658777720121899169e-01,5.767807845847222614e-01,5.767006616734707825e-01
4.790000000000000000e+02,5.658777720121899169e-01,5.767342754232028801e-01,5.766540179506541852e-01
4.800000000000000000e+02,5.658777720121899169e-01,5.766879504659474520e-01,5.766075584077555716e-01
4.810000000000000000e+02,5.658777720121899169e-01,5.766418088936124953e-01,5.765612822256539483e-01
4.820000000000000000e+02,5.658777720121899169e-01,5.765958498908924090e-01,5.765151885892648709e-01
4.830000000000000000e+02,5.658777720121899169e-01,5.765500726464964920e-01,5.764692766875191277e-01
4.840000000000000000e+02,5.658777720121899169e-01,5.765044763531274041e-01,5.764235457133399798e-01
4.850000000000000000e+02,5.658777720121899169e-01,5.764590602074585179e-01,5.763779948636208461e-01
4.860000000000000000e+02,5.658777720121899169e-01,5.764138234101117142e-01,5.763326233392034315e-01
4.870000000000000000e+02,5.658777720121899169e-01,5.763687651656360655e-01,5.762874303448558555e-01
4.880000000000000000e+02,5.658777720121899169e-01,5.763238846824849659e-01,5.762424150892505592e-01
4.890000000000000000e+02,5.658777720121899169e-01,5.762791811729962577e-01,5.761975767849433216e-01
4.900000000000000000e+02,5.658777720121899169e-01,5.762346538533692497e-01,5.761529146483511665e-01
4.910000000000000000e+02,5.658777720121899169e-01,5.761903019436440676e-01,5.761084278997313790e-01
4.920000000000000000e+02,5.658777720121899169e-01,5.761461246676802261e-01,5.760641157631605225e-01
4.930000000000000000e+02,5.658777720121899169e-01,5.761021212531360902e-01,5.760199774665126782e-01
4.940000000000000000e+02,5.658777720121899169e-01,5.760582909314474476e-01,5.759760122414395722e-01
4.950000000000000000e+02,5.658777720121899169e-01,5.760146329378068586e-01,5.759322193233489262e-01
4.960000000000000000e+02,5.658777720121899169e-01,5.759711465111440054e-01,5.758885979513844733e-01
4.970000000000000000e+02,5.658777720121899169e-01,5.759278308941030433e-01,5.758451473684051969e-01
4.980000000000000000e+02,5.658777720121899169e-01,5.758846853330247262e-01,5.758018668209649027e-01
4.990000000000000000e+02,5.658777720121899169e-01,5.758417090779245351e-01,5.757587555592921236e-01
5.000000000000000000e+02,5.658777720121899169e-01,5.757989013824735824e-01,5.757158128372705796e-01
5.010000000000000000e+02,5.658777720121899169e-01,5.757562615039780729e-01,5.756730379124180841e-01
5.020000000000000000e+02,5.658777720121899169e-01,5.757137887033590973e-01,5.756304300458674472e-01
5.030000000000000000e+02,5.658777720121899169e-01,5.756714822451346469e-01,5.755879885023471587e-01
5.040000000000000000e+02,5.658777720121899169e-01,5.756293413973981865e-01,5.755457125501609594e-01
5.050000000000000000e+02,5.658777720121899169e-01,5.755873654318001131e-01,5.755036014611693007e-01
5.060000000000000000e+02,5.658777720121899169e-01,5.755455536235286607e-01,5.754616545107690273e-01
5.070000000000000000e+02,5.658777720121899169e-01,5.755039052512900266e-01,5.754198709778752807e-01
5.080000000000000000e+02,5.658777720121899169e-01,5.754624195972897205e-01,5.753782501449017373e-01
5.090000000000000000e+02,5.658777720121899169e-01,5.754210959472139120e-01,5.753367912977415122e-01
5.100000000000000000e+02,5.658777720121899169e-01,5.753799335902102241e-01,5.752954937257493961e-01
5.110000000000000000e+02,5.658777720121899169e-01,5.753389318188689705e-01,5.752543567217219822e-01
5.120000000000000000e+02,5.658777720121899169e-01,5.752980899292045036e-01,5.752133795818795692e-01
5.130000000000000000e+02,5.658777720121899169e-01,5.752574072206376732e-01,5.751725616058481760e-01
5.140000000000000000e+02,5.658777720121899169e-01,5.752168829959765084e-01,5.751319020966402240e-01
5.150000000000000000e+02,5.658777720121899169e-01,5.751765165613980102e-01,5.750914003606367730e-01
5.160000000000000000e+02,5.658777720121899169e-01,5.751363072264309428e-01,5.750510557075702023e-01
5.170000000000000000e+02,5.658777720121899169e-01,5.750962543039366270e-01,5.750108674505048922e-01
5.180000000000000000e+02,5.658777720121899169e-01,5.750563571100921756e-01,5.749708349058199053e-01
5.190000000000000000e+02,5.658777720121899169e-01,5.750166149643719526e-01,5.749309573931916661e-01
5.200000000000000000e+02,5.658777720121899169e-01,5.749770271895301432e-01,5.748912342355753102e-01
5.210000000000000000e+02,5.658777720121899169e-01,5.749375931115834337e-01,5.748516647591882522e-01
5.220000000000000000e+02,5.658777720121899169e-01,5.748983120597933594e-01,5.748122482934919786e-01
5.230000000000000000e+02,5.658777720121899169e-01,5.748591833666488737e-01,5.747729841711749499e-01
5.240000000000000000e+02,5.658777720121899169e-01,5.748202063678494733e-01,5.747338717281352816e-01
5.250000000000000000e+02,5.658777720121899169e-01,5.747813804022875450e-01,5.746949103034638684e-01
5.260000000000000000e+02,5.658777720121899169e-01,5.747427048120320459e-01,5.746560992394273981e-01
5.270000000000000000e+02,5.658777720121899169e-01,5.747041789423109615e-01,5.746174378814506989e-01
5.280000000000000000e+02,5.658777720121899169e-01,5.746658021414948747e-01,5.745789255781010851e-01
5.290000000000000000e+02,5.658777720121899169e-01,5.746275737610798684e-01,5.745405616810707050e-01
5.300000000000000000e+02,5.658777720121899169e-01,5.745894931556718710e-01,5.745023455451604422e-01
5.310000000000000000e+02,5.658777720121899169e-01,5.745515596829687821e-01,5.744642765282633734e-01
5.320000000000000000e+02,5.658777720121899169e-01,5.745137727037453734e-01,5.744263539913482264e-01
5.330000000000000000e+02,5.658777720121899169e-01,5.744761315818359693e-01,5.743885772984430593e-01
5.340000000000000000e+02,5.658777720121899169e-01,5.744386356841190144e-01,5.743509458166192738e-01
5.350000000000000000e+02,5.658777720121899169e-01,5.744012843805004209e-01,5.743134589159751835e-01
5.360000000000000000e+02,5.658777720121899169e-01,5.743640770438979137e-01,5.742761159696204709e-01
5.370000000000000000e+02,5.658777720121899169e-01,5.743270130502250437e-01,5.742389163536602004e-01
5.380000000000000000e+02,5.658777720121899169e-01,5.742900917783753112e-01,5.742018594471781645e-01
5.390000000000000000e+02,5.658777720121899169e-01,5.742533126102066232e-01,5.741649446322222294e-01
5.400000000000000000e+02,5.658777720121899169e-01,5.742166749305250839e-01,5.741281712937885695e-01
5.410000000000000000e+02,5.658777720121899169e-01,5.741801781270706728e-01,5.740915388198057911e-01
5.420000000000000000e+02,5.658777720121899169e-01,5.741438215905001474e-01,5.740550466011192787e-01
5.430000000000000000e+02,5.658777720121899169e-01,5.741076047143733874e-01,5.740186940314764286e-01
5.440000000000000000e+02,5.658777720121899169e-01,5.740715268951371852e-01,5.739824805075112168e-01
5.450000000000000000e+02,5.658777720121899169e-01,5.740355875321099255e-01,5.739464054287289896e-01
5.460000000000000000e+02,5.658777720121899169e-01,5.739997860274671515e-01,5.739104681974910305e-01
5.470000000000000000e+02,5.658777720121899169e-01,5.739641217862263556e-01,5.738746682190004611e-01
5.480000000000000000e+02,5.658777720121899169e-01,5.739285942162319909e-01,5.738390049012864758e-01
5.490000000000000000e+02,5.658777720121899169e-01,5.738932027281405945e-01,5.738034776551899085e-01
5.500000000000000000e+02,5.658777720121899169e-01,5.738579467354060215e-01,5.737680858943489115e-01
5.510000000000000000e+02,5.658777720121899169e-01,5.738228256542656780e-01,5.737328290351831894e-01
5.520000000000000000e+02,5.658777720121899169e-01,5.737878389037246452e-01,5.736977064968810103e-01
5.530000000000000000e+02,5.658777720121899169e-01,5.737529859055419124e-01,5.736627177013831069e-01
5.540000000000000000e+02,5.658777720121899169e-01,5.737182660842162774e-01,5.736278620733699096e-01
5.550000000000000000e+02,5.658777720121899169e-01,5.736836788669714693e-01,5.735931390402458918e-01
5.560000000000000000e+02,5.658777720121899169e-01,5.736492236837424930e-01,5.735585480321262475e-01
5.570000000000000000e+02,5.658777720121899169e-01,5.736148999671609738e-01,5.735240884818225693e-01
5.580000000000000000e+02,5.658777720121899169e-01,5.735807071525415024e-01,5.734897598248284156e-01
5.590000000000000000e+02,5.658777720121899169e-01,5.735466446778674232e-01,5.734555614993062100e-01
5.600000000000000000e+02,5.658777720121899169e-01,5.735127119837774012e-01,5.734214929460718091e-01
5.610000000000000000e+02,5.658777720121899169e-01,5.734789085135512110e-01,5.733875536085828450e-01
5.620000000000000000e+02,5.658777720121899169e-01,5.734452337130959698e-01,5.733537429329235158e-01
5.630000000000000000e+02,5.658777720121899169e-01,5.734116870309328151e-01,5.733200603677909291e-01
5.640000000000000000e+02,5.658777720121899169e-01,5.733782679181831377e-01,5.732865053644825570e-01
5.650000000000000000e+02,5.658777720121899169e-01,5.733449758285554809e-01,5.732530773768816923e-01
5.660000000000000000e+02,5.658777720121899169e-01,5.733118102183313303e-01,5.732197758614450134e-01
5.670000000000000000e+02,5.658777720121899169e-01,5.732787705463527894e-01,5.731866002771881519e-01
5.680000000000000000e+02,5.658777720121899169e-01,5.732458562740085917e-01,5.731535500856738130e-01
5.690000000000000000e+02,5.658777720121899169e-01,5.732130668652213323e-01,5.731206247509973428e-01
5.700000000000000000e+02,5.658777720121899169e-01,5.731804017864342571e-01,5.730878237397742936e-01
5.710000000000000000e+02,5.658777720121899169e-01,5.731478605065979393e-01,5.730551465211274342e-01
5.720000000000000000e+02,5.658777720121899169e-01,5.731154424971580674e-01,5.730225925666733167e-01
5.730000000000000000e+02,5.658777720121899169e-01,5.730831472320421227e-01,5.729901613505101743e-01
5.740000000000000000e+02,5.658777720121899169e-01,5.730509741876461671e-01,5.729578523492045994e-01
5.750000000000000000e+02,5.658777720121899169e-01,5.730189228428230752e-01,5.729256650417787755e-01
5.760000000000000000e+02,5.658777720121899169e-01,5.729869926788691004e-01,5.728935989096982651e-01
5.770000000000000000e+02,5.658777720121899169e-01,5.729551831795117733e-01,5.728616534368590196e-01
5.780000000000000000e+02,5.658777720121899169e-01,5.729234938308970237e-01,5.728298281095750566e-01
5.790000000000000000e+02,5.658777720121899169e-01,5.728919241215771896e-01,5.727981224165659135e-01
5.800000000000000000e+02,5.658777720121899169e-01,5.728604735424981387e-01,5.727665358489445468e-01
